,Date,Trading_Strategy,Transaction_Type,Stock_price,Transaction_amount,Return_money,Rate_of_Return
184,2022-08-10,SMA5&TRIMA5^MA5&TRIMA5,1,19.1499996185,10000.0,,
185,2022-08-11,SMA5&TRIMA5^MA5&TRIMA5,-1,19.1000003815,10000.0,-26.0,-0.0026
186,2022-08-15,SMA5&TRIMA5^MA5&TRIMA5,1,19.6499996185,10000.0,,
187,2022-01-24,SMA5&TRIMA5^MA5&TRIMA5,-1,20.9500007629,10000.0,661.0,0.0661
188,2022-08-17,SMA5&TRIMA5^MA5&TRIMA5,-1,19.7000007629,10000.0,25.0,0.0025
189,2022-08-19,SMA5&TRIMA5^MA5&TRIMA5,1,19.8500003815,10000.0,,
190,2022-08-23,SMA5&TRIMA5^MA5&TRIMA5,-1,20.1000003815,10000.0,125.0,0.0125
191,2022-08-25,SMA5&TRIMA5^MA5&TRIMA5,1,21.3999996185,10000.0,,
192,2022-08-30,SMA5&TRIMA5^MA5&TRIMA5,-1,24.2000007629,10000.0,1308.0,0.1308
193,2022-09-07,SMA5&TRIMA5^MA5&TRIMA5,1,22.2000007629,10000.0,,
194,2022-09-13,SMA5&TRIMA5^MA5&TRIMA5,-1,23.0499992371,10000.0,382.0,0.0382
195,2022-09-14,SMA5&TRIMA5^MA5&TRIMA5,1,24.0,10000.0,,
196,2022-01-26,SMA5&TRIMA5^MA5&TRIMA5,1,20.6000003815,10000.0,,
197,2022-09-16,SMA5&TRIMA5^MA5&TRIMA5,-1,23.3500003815,10000.0,1334.0,0.1334
198,2022-09-20,SMA5&TRIMA5^MA5&TRIMA5,1,24.25,10000.0,,
199,2022-09-22,SMA5&TRIMA5^MA5&TRIMA5,-1,24.5,10000.0,103.0,0.0103
200,2022-09-27,SMA5&TRIMA5^MA5&TRIMA5,1,23.6000003815,10000.0,,
201,2022-09-28,SMA5&TRIMA5^MA5&TRIMA5,-1,21.2999992371,10000.0,-974.0,-0.0974
202,2022-09-30,SMA5&TRIMA5^MA5&TRIMA5,1,22.75,10000.0,,
203,2022-10-05,SMA5&TRIMA5^MA5&TRIMA5,-1,23.7999992371,10000.0,461.0,0.0461
204,2022-10-12,SMA5&TRIMA5^MA5&TRIMA5,1,24.75,10000.0,,
205,2022-10-18,SMA5&TRIMA5^MA5&TRIMA5,-1,26.3999996185,10000.0,666.0,0.0666
206,2022-10-21,SMA5&TRIMA5^MA5&TRIMA5,1,25.3999996185,10000.0,,
207,2022-10-25,SMA5&TRIMA5^MA5&TRIMA5,-1,24.75,10000.0,-255.0,-0.0255
208,2022-10-27,SMA5&TRIMA5^MA5&TRIMA5,1,24.6499996185,10000.0,,
209,2022-02-09,SMA5&TRIMA5^MA5&TRIMA5,-1,22.1000003815,10000.0,-1034.0,-0.1034
210,2022-11-03,SMA5&TRIMA5^MA5&TRIMA5,-1,26.4500007629,10000.0,730.0,0.073
211,2022-11-07,SMA5&TRIMA5^MA5&TRIMA5,1,27.25,10000.0,,
212,2022-11-08,SMA5&TRIMA5^MA5&TRIMA5,-1,26.6499996185,10000.0,-220.0,-0.022
213,2022-11-14,SMA5&TRIMA5^MA5&TRIMA5,1,27.2999992371,10000.0,,
214,2022-11-16,SMA5&TRIMA5^MA5&TRIMA5,-1,26.5,10000.0,-293.0,-0.0293
215,2022-11-17,SMA5&TRIMA5^MA5&TRIMA5,1,27.1000003815,10000.0,,
216,2022-11-22,SMA5&TRIMA5^MA5&TRIMA5,-1,28.8500003815,10000.0,645.0,0.0645
217,2022-11-28,SMA5&TRIMA5^MA5&TRIMA5,1,28.4500007629,10000.0,,
